"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
0,0,0.055,0.37,0.5605,0.751,1,1,1,0.8115,0.627,0.1995,0,0,0,0,0,0,0.755,1,1,1,1,0.956,0.75,0.8565,1,1,0.432,0,0,0,0,0,0.836,1,0.7435,0.5985,0.613,0.0215,0,0,0.2675,0.944,0.9585,0.205,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.605,1,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.957,0.989,0.138,0,0,0,0,0,0,0,0,0,0,0,0.321,0.946,1,0.4835,0,0,0,0,0,0,0,0,0,0,0,0.35,0.997,1,0.525,0.0025,0,0,0,0,0,0,0,0,0,0,0.4285,1,1,1,0.951,0.536,0.022,0,0,0,0,0,0,0,0,0,0.447,1,1,1,1,1,0.553,0,0,0,0,0,0,0,0,0,0,0,0.089,0.036,0.2155,1,0.9095,0,0,0,0,0,0,0,0,0,0,0,0,0.00750000000000001,0.539,1,0.704,0,0,0,0,0,0,0,0,0,0,0,0.183,0.819,1,0.939,0.0585,0,0,0,0,0,0,0,0,0,0.048,0.4165,0.9935,1,0.7765,0.1405,0,0,0,0,0,0,0,0,0.2245,0.457,0.9825,1,1,0.461,0,0,0,0,0,0,0,0.242,0.6565,0.784,1,1,0.974,0.659,0.1845,0,0,0,0,0,0,0,0,0.513,1,0.7975,0.75,0.587,0.102,0,0,0,0,0,0,0,0
0,0,0.434,0.9985,0.961,0.68,0.68,0.4455,0.152,0,0,0,0,0,0,0,0,0,0.6065,1,0.955,0.92,0.9715,1,0.9595,0.603,0.0495,0,0,0,0,0,0,0,0.099,0.545,0.2265,0,0.136,0.24,0.6255,0.955,0.737,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.8095,0.7995,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.648,1,0.496,0,0,0,0,0,0,0.001,0.1525,0.1665,0.24,0.3245,0.705,0.9515,1,1,0.4505,0,0,0,0,0,0,0.269,0.971,0.9695,1,1,1,1,0.967,0.717,0.106,0,0,0,0,0,0,0.172,0.904,1,1,0.84,0.7505,0.786,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.589,0.1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.544,0.985,0.53,0.4,0.0695,0,0,0,0,0,0.0255,0.12,0.247,0.44,0.538,0.8745,1,1,1,1,0.4235,0,0,0,0.102,0.4155,0.818,1,1,1,0.962,0.84,0.993,1,0.927,0.2965,0.028,0,0,0.2045,0.93,1,0.948,0.8,0.652,0.472,0.2225,0.62,0.981,1,0.7565,0.0015,0,0,0,0.462,1,0.985,0.5775,0.334,0.56,0.7275,0.9215,1,1,0.98,0.425,0,0,0,0,0.0765,0.868,1,1,1,1,1,1,1,0.847,0.309,0,0,0,0,0,0,0.0405,0.449,0.939,1,0.7155,0.68,0.68,0.4005,0.0235,0,0,0,0,0
0,0,0.081,0.804,0.907,0.7035,0.7035,0.7035,0.7035,0.4325,0.353,0.039,0,0,0,0,0,0,0.234,1,1,1,1,1,1,1,1,0.857,0.1375,0,0,0,0,0,0.0385,0.627,0.8825,0.963,0.9785,0.9695,0.963,0.969,1,1,0.831,0.0515,0,0,0,0,0,0,0,0,0.104,0.05,0,0.08,0.775,1,0.803,0.0305,0,0,0,0,0,0,0,0,0,0.052,0.337,0.8685,1,1,0.5285,0,0,0,0,0,0,0,0.073,0.369,0.599,0.921,1,1,0.9895,0.5365,0.01,0,0,0,0,0,0.1135,0.74,0.985,1,1,1,1,0.916,0.4115,0,0,0,0,0,0,0,0.517,1,1,1,1,1,1,0.806,0.3695,0,0,0,0,0,0,0,0.102,0.856,0.73,0.889,0.889,0.984,1,1,1,0.6565,0.124,0,0,0,0,0,0,0,0,0,0,0.242,0.616,0.9805,1,1,0.827,0.053,0,0,0,0,0,0,0,0,0,0,0,0.085,0.6045,1,1,0.4385,0,0,0,0,0,0,0,0,0,0,0,0,0.0285,0.8755,1,0.587,0,0,0,0,0,0,0.2115,0.173,0,0,0.096,0.4755,0.812,1,1,0.271,0,0,0,0,0.191,0.7125,0.9925,0.9885,0.963,0.963,0.976,1,1,0.977,0.561,0.0035,0,0,0,0,0.314,1,1,1,1,1,1,1,0.8845,0.2735,0,0,0,0,0,0,0.1765,0.872,1,1,1,0.875,0.472,0.1565,0.044,0,0,0,0,0
0,0,0,0,0,0.4,0.988,0.683,0.5895,0.558,0.0935,0,0,0,0,0,0,0,0,0,0,0.48,1,1,1,1,0.839,0.1615,0,0,0,0,0,0,0,0,0,0.0305,0.6165,0.872,0.8955,1,1,0.8295,0.016,0,0,0,0,0,0,0,0,0,0,0,0.401,0.9995,1,1,0.3015,0,0,0,0,0,0,0,0,0.00800000000000001,0.4205,0.505,0.968,1,1,0.9315,0.0685,0,0,0,0,0,0,0,0,0.083,0.9825,1,1,1,1,0.5725,0,0,0,0,0,0,0,0,0,0,0.447,0.984,1,1,0.918,0.111,0,0,0,0,0,0,0,0,0,0,0,0.1525,0.526,0.95,1,0.858,0.0265,0,0,0,0,0,0,0,0,0,0,0,0,0.405,1,1,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.8115,1,0.9495,0.0995,0,0,0,0,0.4125,0.478,0.2665,0,0,0,0,0,0.3775,1,1,0.4945,0,0,0,0,0.6945,1,0.994,0.573,0,0,0,0,0.658,1,1,0.5925,0,0,0,0,0.4265,0.97,1,0.9895,0.5315,0.282,0.282,0.3315,0.849,1,1,0.691,0,0,0,0,0,0.3585,0.9505,1,1,1,1,1,1,1,1,0.5785,0,0,0,0,0,0,0.109,0.465,0.8275,1,1,1,1,1,0.671,0.112,0,0,0,0,0,0,0,0,0.024,0.237,0.5895,0.865,1,0.724,0.0415,0,0,0
0,0,0,0,0,0.098,0.4545,1,1,0.989,0.6665,0.347,0,0,0,0,0,0,0,0.0625,0.716,1,1,1,1,1,1,1,0.2215,0,0,0,0,0,0.0265,0.7555,1,1,1,0.9735,0.1335,0.1615,0.8425,1,0.5515,0,0,0,0,0,0.3405,1,1,1,0.8985,0.3165,0,0,0.7855,1,0.9825,0.01,0,0,0,0,0.0895,0.81,0.823,0.367,0.1325,0,0,0.2545,0.9785,1,0.6555,0,0,0,0,0,0,0,0,0,0,0,0.252,0.8735,1,0.928,0.0575,0,0,0,0,0,0,0,0,0.3335,0.889,0.7955,1,1,1,0.6485,0,0,0,0,0,0,0,0,0.2615,0.982,1,1,1,1,1,1,0.2005,0,0,0,0,0,0,0.0335,0.8805,1,1,1,1,1,1,1,0.753,0,0,0,0,0,0,0.0215,0.7845,1,1,0.7805,0.3025,0,0.584,1,0.9785,0.215,0,0,0,0,0,0,0.0965,0.529,0.263,0,0,0,0.4765,1,1,0.1905,0,0,0,0,0,0.2225,0,0,0,0,0,0,0.702,1,0.963,0.1125,0,0,0,0,0.261,1,0.627,0.001,0,0,0,0.372,1,1,0.5165,0,0,0,0,0,0.1,0.831,1,0.7005,0.3335,0.3335,0.5325,0.989,1,1,0.18,0,0,0,0,0,0,0.2275,0.929,1,1,1,1,1,0.9595,0.439,0,0,0,0,0,0,0,0,0.1395,0.572,0.893,1,1,0.868,0.194,0,0,0,0,0
0,0,0,0,0,0.02,0.379,0.6775,0.9225,0.8075,0.237,0,0,0,0,0,0,0,0,0,0.162,0.781,1,1,1,1,0.865,0.072,0,0,0,0,0,0,0,0.0145,0.929,0.9395,0.5795,0.284,0.1575,0.247,0.5045,0.886,0.206,0,0,0,0,0,0,0,0.2245,0.1145,0,0,0,0,0,0.456,0.8805,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5105,0.998,0.1115,0,0,0,0,0,0,0,0,0,0,0,0.0695,0.4145,0.972,0.7805,0.001,0,0,0,0,0,0,0,0.176,0.3485,0.501,0.6595,0.9535,1,0.689,0.0865,0,0,0,0,0,0,0,0.497,0.9975,1,1,1,0.863,0.2665,0.0015,0,0,0,0,0,0,0,0,0.015,0.256,0.2695,0.2695,0.377,0.6525,0.9035,0.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1225,0.96,0.356,0,0,0,0,0,0.0045,0.02,0,0,0,0,0,0,0,0.834,0.707,0,0,0,0,0,0.063,0.889,0.1955,0,0,0,0,0,0,0.8345,0.719,0,0,0,0,0,0,0.503,0.8835,0.1835,0,0,0,0,0.1955,0.993,0.5365,0,0,0,0,0,0,0,0.511,0.9235,0.151,0,0,0.214,0.88,0.977,0.1305,0,0,0,0,0,0,0,0.00800000000000001,0.5585,0.9385,0.495,0.713,0.9725,0.983,0.446,0,0,0,0,0,0,0,0,0,0,0.2635,0.8445,0.9525,0.673,0.195,0,0,0,0,0
0,0.369,0.724,0.724,0.9695,1,1,1,0.9445,0.7125,0.404,0.1705,0,0,0,0,0,0.5375,0.796,0.767,1,1,1,1,1,1,1,1,0.8655,0.42,0,0,0,0,0,0.01,0.207,0.207,0.207,0.207,0.207,0.4165,0.7245,0.9325,1,0.9755,0.3475,0,0,0,0,0,0,0,0,0,0,0,0.075,0.7875,1,1,0.676,0,0,0,0,0,0,0,0,0.0245,0.287,0.4735,0.855,1,1,0.9345,0.191,0,0,0,0,0,0,0,0.2935,0.924,1,1,1,0.8165,0.333,0.026,0,0,0,0,0,0,0,0,0.74,1,1,0.826,0.3185,0.025,0,0,0,0,0,0,0,0,0,0,0.0885,0.501,0.885,1,0.683,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0.0695,0.541,0.9985,0.819,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0.9745,0.872,0.0965,0,0,0,0,0.3635,0.055,0,0,0,0,0,0,0,0.3,0.9865,0.853,5e-04,0,0,0.2125,0.995,0.3525,0,0,0,0,0,0,0,0,0.82,1,0.3775,0,0,0.34,1,0.5625,0,0,0,0,0,0,0,0.041,0.759,1,0.3495,0,0,0.061,0.85,0.9885,0.7125,0.483,0.2805,0.207,0.207,0.3235,0.586,0.8365,1,0.948,0.1645,0,0,0,0.2115,0.8715,1,1,1,1,1,1,1,1,0.958,0.5555,0,0,0,0,0,0.035,0.342,0.722,0.7285,0.9995,1,1,0.8055,0.619,0.2155,0,0,0
0,0,0,0,0.0115,0.0995,0.3995,0.1775,0,0,0,0,0,0,0,0,0,0,0,0.369,0.846,1,1,0.994,0.3925,0.462,0.4295,0.167,0,0,0,0,0,0,0.0015,0.681,1,1,1,0.902,0.94,0.8945,1,0.9965,0.795,0.185,0,0,0,0,0,0.0165,0.4115,0.4035,0.1025,0.0355,0.035,0.0275,0.0575,0.1525,0.542,0.9665,0.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0.9135,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.903,1,0.4545,0,0,0,0,0.0155,0.3315,0.5605,0.7565,0.568,0.4995,0.3005,0.4325,0.906,1,0.9535,0.1475,0,0,0,0,0.6055,1,1,1,1,1,1,1,1,1,0.5395,0,0,0,0,0,0.241,0.8595,1,1,1,1,1,1,1,0.7285,0.0255,0,0,0,0,0,0,0.015,0.0965,0.3005,0.2655,0.0405,0.0405,0.0405,0.2725,0.9885,0.576,0,0.2475,0.3895,0.094,0,0,0,0,0,0,0,0,0,0,0.662,0.9985,0.2955,0.7705,1,0.9695,0.5045,0.045,0,0,0,0,0,0,0,0,0.5045,1,0.638,0.5485,0.9985,0.5375,0.591,0.884,0.6255,0.166,0.0575,0.005,0,0.018,0.0575,0.16,0.9185,1,0.743,0.0195,0.4275,0.8685,0.7145,0.414,0.679,1,1,0.8355,0.7975,0.84,1,1,1,1,0.7485,0,0,0.069,0.46,0.7265,0.9125,1,1,1,1,1,1,1,1,0.8755,0.4295,0,0,0,0,0,0.0555,0.2835,0.2835,0.5145,0.5435,0.5435,0.344,0.2835,0.054,0.0135,0
0,0,0,0.0515,0.66,0.76,1,1,0.6635,0.1835,0,0,0,0,0,0,0,0,0,0.427,1,1,1,1,1,0.9385,0.316,0.236,0.0205,0,0,0,0,0,0,0.0245,0.4645,0.778,0.807,0.807,0.956,1,1,1,0.8805,0.1225,0,0,0,0,0,0,0,0,0,0,0.066,0.088,0.301,0.827,1,0.269,0,0,0,0,0,0,0,0,0,0,0,0.0815,0.55,0.9555,0.867,0.097,0,0,0,0,0.0525,0.105,0.105,0.105,0.1155,0.452,0.6665,0.851,1,0.835,0.085,0,0,0,0,0,0.649,1,1,1,1,1,1,1,0.841,0.1285,0,0,0,0,0,0,0.258,0.8475,0.8595,0.66,0.579,0.579,0.675,0.8595,0.987,0.894,0.3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.7205,0.9885,0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.5955,0.9785,0.2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0.8115,0.771,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0.9765,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0.1315,0.9105,0.795,0,0.033,0.654,0.389,0.096,0,0,0,0,0.0675,0.2455,0.265,0.759,0.95,0.945,0.308,0,0.0435,0.8515,1,0.9795,0.965,0.965,0.965,0.965,0.974,1,1,0.9615,0.737,0.1855,0,0,0,0.0625,0.439,0.719,0.852,0.7435,0.719,0.719,0.719,0.5105,0.41,0.112,0,0,0,0
0,0,0.261,0.7375,0.88,1,1,1,0.7715,0.628,0.257,0,0,0,0,0,0,0,0.3815,0.99,1,0.905,0.836,0.958,1,1,0.9985,0.8335,0.118,0,0,0,0,0,0,0.2195,0.4445,0.325,0,0.0665,0.0985,0.2235,0.5785,1,0.8715,0.0815,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.432,1,0.9735,0.0535,0,0,0,0,0,0,0,0,0,0,0.057,0.5895,0.997,1,0.676,0,0,0,0,0,0,0,0,0,0.1395,0.611,0.952,1,1,0.716,0.0965,0,0,0,0,0,0,0,0,0,0.531,1,1,1,0.711,0.049,0,0,0,0,0,0,0,0,0,0,0.0435,0.51,0.792,0.9415,0.984,0.571,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.403,0.9175,0.8615,0.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.9875,0.7,0,0,0,0,0.1505,0.3135,0,0,0,0,0,0,0,0.03,0.9625,0.9985,0.107,0,0,0,0.645,0.576,0,0,0,0,0,0,0,0.258,0.9965,0.989,0.096,0,0,0.09,0.975,0.616,0,0,0,0,0,0,0.479,0.9735,1,0.698,0.001,0,0,0.0145,0.9335,0.816,0.055,0,0.034,0.2015,0.557,0.7745,0.9875,1,0.969,0.245,0,0,0,0,0.427,0.9865,0.939,0.836,0.881,1,1,1,0.968,0.6255,0.2155,0,0,0,0,0,0,0.14,0.4965,0.7765,0.974,0.7375,0.7005,0.345,0.0905,0,0,0,0,0
0,0,0.066,0.649,1,1,1,0.833,0.673,0.5135,0.198,0,0,0,0,0,0,0,0.4985,0.45,0.231,0.231,0.231,0.284,0.5275,0.7295,0.9695,0.7105,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.8955,0.8575,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,1,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4025,0.94,0.072,0,0,0,0,0,0,0,0,0,0,0.0025,0.1805,0.498,0.904,0.2505,0,0,0,0,0,0,0,0,0,0,0.19,0.764,0.993,0.7505,0.2165,0,0,0,0,0,0,0,0,0,0,0,0.7595,0.8655,0.1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0.964,0.8635,0.3295,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.4755,0.9685,0.77,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.7365,0.9535,0.3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0.5635,0.9535,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725,1,0.3055,0,0,0.2835,0.872,0.2625,0.0025,0,0,0,0,0,0,0.1905,0.7615,0.896,0.077,0,0,0.0325,0.6975,1,0.7005,0.448,0.436,0.436,0.529,0.6425,0.846,0.9955,0.824,0.1435,0,0,0,0,0.004,0.31,0.59,0.7945,0.9965,1,0.9345,0.779,0.581,0.257,0.001,0,0,0
0,0,0,0,0,0,0,0.0015,0.532,0.727,0.041,0,0,0,0,0,0,0,0,0,0,0,0.012,0.5765,0.9975,0.9085,0.0375,0,0,0,0,0,0,0,0,0,0,0.032,0.5125,1,1,0.8245,0.039,0,0,0,0,0,0,0,0,0,0.0615,0.8205,1,1,1,1,0.467,0,0,0,0,0,0,0,0,0,0.3675,1,0.988,0.648,0.3465,1,0.987,0.0595,0,0,0,0,0,0,0,0,0,0.415,0.295,0,0.0765,0.9715,0.938,0.0025,0,0,0,0,0,0,0,0,0,0,0,0.0455,0.3685,1,0.851,0.00650000000000001,0,0,0,0,0,0,0,0,0,0,0.2705,0.86,1,1,0.6095,0,0,0,0,0,0,0,0,0,0,0,0.4495,1,1,1,0.5505,0,0,0,0,0,0,0,0,0,0,0.066,0.155,0.63,0.657,0.9595,0.921,0.0435,0,0,0,0,0,0,0,0,0.0415,0.7805,0.8585,0,0,0.704,1,0.2135,0,0,0,0,0,0,0,0,0.26,1,0.799,0,0,0.763,1,0.391,0,0,0,0,0,0,0,0,0.2005,1,0.9485,0.005,0.00900000000000001,0.813,1,0.261,0,0,0,0,0,0,0,0,0.0345,0.8465,1,0.6045,0.307,1,1,0.2965,0,0,0,0,0,0,0,0,0,0.24,0.9665,1,1,1,0.8465,0.036,0,0,0,0,0,0,0,0,0,0,0.2505,0.8315,1,0.908,0.2995,0,0,0,0,0
0,0,0,0,0,0,0.013,0.3615,0.9215,0.5325,0.171,0,0,0,0,0,0,0,0,0,0,0.005,0.6045,1,1,1,0.9475,0.055,0,0,0,0,0,0,0,0,0.138,0.788,1,1,0.8215,0.893,1,0.2775,0,0,0,0,0,0,0,0,0.345,1,1,0.515,0.0385,0.855,1,0.349,0,0,0,0,0,0,0,0,0,0.4185,0.398,0,0.151,1,0.9985,0.2175,0,0,0,0,0,0,0,0,0,0,0,0,0.4065,1,0.7125,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.23,0.9625,1,0.787,0,0,0,0,0,0,0,0,0,0,0,0.0595,0.9595,1,1,0.9805,0.041,0,0,0,0,0,0,0,0,0,0,0.2845,0.99,0.928,0.6635,1,0.256,0,0,0,0,0,0,0,0,0,0.1215,0.205,0.287,0.0805,0.4685,0.998,0.2475,0,0,0,0,0,0,0,0,0,0.5605,0.868,0,0,0.683,0.9955,0.1175,0,0,0,0,0,0,0,0,0,0.489,0.9995,0.348,0,0.775,0.971,0.0495,0,0,0,0,0,0,0,0,0,0.377,1,0.4595,0.00950000000000001,0.9395,0.847,0,0,0,0,0,0,0,0,0,0,0.1425,1,0.874,0.1375,0.968,0.755,0,0,0,0,0,0,0,0,0,0,0,0.5815,1,1,1,0.704,0,0,0,0,0,0,0,0,0,0,0,0.029,0.374,0.877,0.7145,0.168,0,0,0,0,0
0,0,0.659,0.8555,0.538,0.4075,0.4075,0.4075,0.4075,0.4075,0.4075,0.628,0.538,0.065,0,0,0,0,0.791,1,1,1,1,1,1,1,1,1,1,0.468,0,0,0,0,0.191,0.795,0.963,0.963,0.9115,0.667,0.667,0.667,0.6745,1,1,0.5005,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.954,0.985,0.274,0,0,0,0,0,0,0,0,0,0,0,0.0615,0.61,1,0.556,0,0,0,0,0,0,0,0,0,0,0.0345,0.252,0.7465,1,0.6315,0.068,0,0,0,0,0.1925,0.4815,0.4815,0.4815,0.4815,0.4835,0.876,1,0.9505,0.6485,0.0245,0,0,0,0,0,0.7485,1,1,1,1,1,1,1,0.59,0.2965,0.188,0,0,0,0,0,0.321,0.889,0.9465,1,1,1,1,1,1,1,1,0.84,0.2515,0,0,0,0,0,0.1425,0.4815,0.4815,0.4815,0.657,0.4815,0.63,0.8405,1,1,0.9765,0.41,0,0,0,0,0,0,0,0,0,0,0,0.0195,0.178,0.7105,1,0.9915,0.2285,0,0,0,0,0,0,0,0,0,0,0,0,0.2935,1,1,0.373,0,0.2505,0.3255,0.5555,0.5555,0.5555,0.27,0.2595,0.2595,0.086,0,0.0015,0.479,1,1,0.3395,0.3675,0.998,1,1,1,1,1,1,1,0.976,0.963,0.963,0.9995,1,0.713,0.012,0.2025,0.944,1,1,1,1,1,1,1,1,1,1,1,0.7725,0.052,0,0,0.1805,0.534,0.7035,0.7035,0.7035,0.7035,0.808,0.8625,0.7035,0.7035,0.7035,0.6865,0.232,0,0
0,0,0,0.0615,0.597,0.9175,1,1,0.7975,0.6915,0.285,0,0,0,0,0,0,0,0,0.096,0.7975,0.9915,1,1,1,1,0.9945,0.7115,0,0,0,0,0,0,0,0,0,0.125,0.1335,0.1335,0.258,0.506,0.9535,0.9995,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.9325,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0.1795,0.9765,1,0.6475,0.00600000000000001,0,0,0,0,0,0,0,0,0,0.003,0.3255,0.882,1,0.654,0.0155,0,0,0,0,0,0,0,0,0,0.315,0.75,1,1,0.5375,0.024,0,0,0,0,0,0,0,0,0,0,0.8,1,1,1,0.769,0.1245,0,0,0,0,0,0,0,0,0,0,0.017,0.407,0.5335,0.857,1,0.9295,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.0255,0.679,1,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0.856,1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.2325,1,0.9415,0.0305,0,0,0,0,0,0,0,0,0,0,0,0.028,0.7615,0.9985,0.4165,0,0,0,0,0,0,0,0,0,0,0,0.026,0.676,1,0.6805,0,0,0,0,0,0,0,0,0,0,0,0.1015,0.7445,1,0.687,0.0275,0,0,0,0,0,0,0,0,0,0,0,0.7225,0.954,0.3905,0.0305,0,0,0,0,0,0,0
0,0,0,0.2135,0.832,0.608,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.4805,0.9925,0.992,0.9285,0.7035,0.4155,0.089,0,0,0,0,0,0,0,0,0,0,0.145,0.665,0.878,1,1,0.9245,0.2245,0,0,0,0,0,0,0,0,0,0,0,0.0185,0.1205,0.6455,1,0.8515,0.003,0,0,0,0,0,0,0,0,0,0,0,0.255,0.923,1,0.7345,0.00950000000000001,0,0,0,0,0,0,0,0,0,0.0885,0.545,0.9865,1,0.9695,0.2975,0,0,0,0,0,0,0,0,0.01,0.3675,0.9185,1,1,0.8515,0.306,0,0,0,0,0,0,0,0,0.0025,0.7025,1,1,1,0.5195,0.0295,0,0,0,0,0,0,0,0,0,0.052,0.83,1,1,1,0.998,0.717,0.4825,0.0895,0,0,0,0,0,0,0,0,0.078,0.383,0.5485,0.7315,0.8205,1,1,0.9125,0.2445,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0645,0.385,0.9675,0.948,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0.958,1,0.385,0,0,0,0,0,0,0,0,0,0,0.0925,0.367,0.9045,1,0.995,0.279,0,0,0,0,0.015,0.0645,0.0655,0.3265,0.5805,0.7345,0.9845,1,1,0.987,0.543,0.0015,0,0,0,0,0.377,1,1,1,1,1,1,0.9875,0.8585,0.276,0,0,0,0,0,0,0.069,0.626,0.993,1,0.8975,0.542,0.2255,0.1495,0,0,0,0,0,0
0,0,0.0405,0.9525,0.6845,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3715,0.9265,0.999,0.826,0.611,0.3255,0.0465,0,0,0,0,0,0,0,0,0,0,0.059,0.5655,0.711,0.9525,1,0.8625,0.406,0.012,0,0,0,0,0,0,0,0,0,0,0,0.044,0.3535,0.8485,1,0.6515,0,0,0,0,0,0,0,0,0,0,0,0.195,0.6715,1,1,0.8075,0.0055,0,0,0,0,0,0,0,0.31,0.705,0.9335,0.9925,1,1,0.8715,0.1785,0,0,0,0,0,0,0,0,0.311,0.9665,1,0.9495,0.9335,0.975,0.9745,0.5185,0.021,0,0,0,0,0,0,0,0,0.1125,0.2,0.061,0,0.1125,0.5455,1,0.5645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415,0.957,0.9545,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0.4415,1,0.9055,0.0355,0,0,0,0,0,0,0,0,0,0,0,0.2035,0.912,1,0.4445,0,0,0,0,0,0,0,0,0,0,0,0.283,0.88,1,0.892,0.0385,0,0,0,0,0,0,0,0,0,0,0.4225,0.9655,1,0.816,0.1385,0,0,0,0,0,0,0,0.045,0.1335,0.399,0.7975,0.9845,1,0.699,0.03,0,0,0,0,0,0,0,0,0.687,1,1,1,1,0.7745,0.085,0,0,0,0,0,0,0,0,0,0.257,0.9125,1,0.6775,0.272,0.045,0,0,0,0,0,0,0
